seed,boxes,resources,demands,capacities,reachable,exhaustive_result,flow_result,exhaustive_subset,exhaustive_ms,flow_ms,mismatch
500793,7,5,"[1,1,3,1,2,3,1]","[3,3,3,3,3]","[[3],[0,1,2,3,4],[0,1,2,3],[1,2,3],[0,3],[0,1,2],[4]]",FEASIBLE,FEASIBLE,null,0.628210000,0.078261000,False
500794,5,4,"[3,1,1,3,2]","[3,3,1,1]","[[0,2,3],[0,1,3],[1,3],[0,1,2,3],[2,3]]",UNSAT,UNSAT,"[0,3]",0.028682000,0.058918000,False
500795,3,1,"[1,1,1]",[3],"[[0],[0],[0]]",FEASIBLE,FEASIBLE,null,0.012430000,0.019901000,False
500796,1,4,[2],"[2,1,2,1]","[[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.005052000,0.018014000,False
500797,6,7,"[1,3,2,3,2,3]","[2,1,1,1,2,2,3]","[[6],[1,2,3,4,5,6],[0,1,2,3,4,5,6],[0,1,2,3,4,5],[0,1,3,4,5,6],[0,1,2,4,6]]",UNSAT,UNSAT,"[1,2,3,4,5]",0.431127000,0.107374000,False
500798,5,1,"[1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.010415000,0.036645000,False
500799,1,7,[3],"[3,3,1,3,1,1,2]","[[0,1,2,3,4,5,6]]",FEASIBLE,FEASIBLE,null,0.007272000,0.025590000,False
500800,7,7,"[3,1,3,1,3,1,3]","[1,1,2,2,2,1,2]","[[1,3,5,6],[0],[1,3,4],[0],[0,1,2,3,4,5,6],[0,1,2,3,4,6],[1,3,6]]",UNSAT,UNSAT,"[1,3]",0.081940000,0.238720000,False
500801,3,3,"[1,1,3]","[1,3,1]","[[1,2],[2],[0,1,2]]",UNSAT,UNSAT,"[1,2]",0.018335000,0.037166000,False
500802,1,6,[3],"[2,2,1,2,2,2]","[[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.006336000,0.022481000,False
500803,1,6,[2],"[3,2,2,1,1,3]","[[3,4,5]]",FEASIBLE,FEASIBLE,null,0.006189000,0.017734000,False
500804,7,5,"[1,2,1,3,3,3,3]","[2,2,2,2,1]","[[0,1,2,3,4],[0,1,2,3,4],[2,4],[0,1,4],[0,1,2,3,4],[0,1,2,3,4],[0,2,4]]",UNSAT,UNSAT,"[3,6]",0.096255000,0.141723000,False
500805,1,2,[1],"[1,1]","[[0,1]]",FEASIBLE,FEASIBLE,null,0.003950000,0.012946000,False
500806,7,7,"[3,2,2,1,1,1,2]","[1,1,1,1,1,2,1]","[[4,5,6],[2,4],[1,2,5],[0,1,2,4],[0,1,2,3,4,5,6],[3,4,6],[0,1,2,3,4,5]]",UNSAT,UNSAT,"[0,1]",0.041497000,0.099706000,False
500807,7,7,"[2,2,2,2,1,2,2]","[3,1,3,1,3,2,1]","[[0,2,3,6],[0,2,3,4],[2,4],[2,3,5],[3],[0,1,2,3,4,5,6],[0,5,6]]",FEASIBLE,FEASIBLE,null,0.797312000,0.090729000,False
500808,2,7,"[1,1]","[3,2,1,1,1,3,1]","[[2,4,5,6],[2,4,5,6]]",FEASIBLE,FEASIBLE,null,0.018066000,0.024676000,False
500809,2,6,"[1,1]","[2,3,2,1,2,2]","[[3,4,5],[5]]",FEASIBLE,FEASIBLE,null,0.015444000,0.019841000,False
500810,7,3,"[1,2,3,1,1,1,1]","[2,1,3]","[[0,1],[0,2],[0,1,2],[0,1],[0],[1],[0]]",UNSAT,UNSAT,"[2,5]",0.054594000,0.058649000,False
500811,7,1,"[1,1,1,1,1,1,1]",[3],"[[0],[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2,3]",0.086702000,0.044441000,False
500812,2,6,"[1,2]","[1,2,3,3,2,1]","[[1,2],[0,1,2,5]]",FEASIBLE,FEASIBLE,null,0.016064000,0.024227000,False
500813,5,3,"[1,1,2,1,1]","[3,3,2]","[[0,1,2],[1],[0,1,2],[2],[0]]",FEASIBLE,FEASIBLE,null,0.088185000,0.033016000,False
500814,6,5,"[1,1,3,1,1,1]","[3,2,3,3,1]","[[2],[0,3,4],[0,1,3,4],[2,3],[3],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.276414000,0.049299000,False
500815,4,7,"[2,1,1,3]","[3,3,2,2,3,1,2]","[[4,5],[1,2,3,4,5],[4],[1,2,3,4,5,6]]",FEASIBLE,FEASIBLE,null,0.083871000,0.041568000,False
500816,2,2,"[1,1]","[1,2]","[[0],[0]]",UNSAT,UNSAT,"[0,1]",0.027124000,0.025633000,False
500817,7,5,"[1,3,3,1,1,1,1]","[3,1,1,3,3]","[[4],[0,1,2,3,4],[0,1,2,4],[2],[0,1,2,3,4],[0,1,2,3,4],[2,4]]",UNSAT,UNSAT,"[0,1,2,3,6]",0.446073000,0.105836000,False
500818,1,6,[1],"[3,1,1,2,2,3]","[[1,2]]",FEASIBLE,FEASIBLE,null,0.006294000,0.018462000,False
500819,7,2,"[1,1,1,2,1,1,2]","[2,1]","[[0],[0,1],[1],[0,1],[0,1],[1],[0,1]]",UNSAT,UNSAT,"[2,3]",0.038021000,0.051720000,False
500820,2,6,"[1,3]","[3,1,1,3,3,1]","[[4],[0,2,4,5]]",FEASIBLE,FEASIBLE,null,0.015646000,0.025340000,False
500821,4,7,"[2,2,3,1]","[3,3,1,2,2,1,2]","[[0,2,5,6],[0,1,5,6],[0,1,3,4,5],[0]]",FEASIBLE,FEASIBLE,null,0.083747000,0.054373000,False
500822,1,1,[1],[3],[[0]],FEASIBLE,FEASIBLE,null,0.002975000,0.011104000,False
500823,5,5,"[2,2,1,1,1]","[2,3,1,1,1]","[[1,2,3,4],[0,1],[1],[2],[3,4]]",FEASIBLE,FEASIBLE,null,0.134602000,0.049568000,False
500824,6,1,"[1,1,1,1,1,1]",[3],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2,3]",0.057597000,0.040242000,False
500825,7,6,"[1,1,1,2,2,1,1]","[3,2,1,3,1,3]","[[2],[1,2,3],[2,4],[0,1,3],[0,2],[0,5],[0,1,2,3,5]]",UNSAT,UNSAT,"[0,4]",0.050047000,0.155397000,False
500826,2,6,"[1,2]","[1,3,1,2,3,3]","[[0,1,2,3],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.015763000,0.026906000,False
500827,7,6,"[1,1,3,1,1,1,1]","[1,2,2,1,3,3]","[[1,2,3,4,5],[0,1,2,3,4,5],[1,4,5],[0,2,3,4],[5],[4],[1,2]]",FEASIBLE,FEASIBLE,null,0.698273000,0.056478000,False
500828,1,7,[1],"[1,1,1,3,2,1,2]","[[0,2,3,5]]",FEASIBLE,FEASIBLE,null,0.006979000,0.016956000,False
500829,5,6,"[1,1,1,1,1]","[1,1,3,1,3,3]","[[0,5],[3],[1,3,5],[0,2,3,4,5],[2]]",FEASIBLE,FEASIBLE,null,0.171734000,0.036993000,False
500830,4,4,"[2,1,3,1]","[2,3,2,3]","[[0,1,3],[1,2,3],[0,1,2,3],[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.053933000,0.039997000,False
500831,1,1,[1],[2],[[0]],FEASIBLE,FEASIBLE,null,0.003084000,0.011132000,False
500832,1,5,[2],"[1,1,3,3,3]","[[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.005428000,0.018440000,False
500833,7,6,"[2,2,2,2,2,1,2]","[2,1,2,1,1,2]","[[1,4],[4,5],[0,4,5],[0,2,4,5],[0,1,2],[1],[3,5]]",UNSAT,UNSAT,"[0,1]",0.035951000,0.074259000,False
500834,3,5,"[2,1,2]","[1,2,2,3,3]","[[0,1,2,3,4],[0,1,2,3,4],[0,3,4]]",FEASIBLE,FEASIBLE,null,0.030257000,0.035130000,False
500835,4,4,"[1,2,1,2]","[2,1,3,3]","[[0],[2,3],[0,1,2],[0,1]]",FEASIBLE,FEASIBLE,null,0.054382000,0.045139000,False
500836,5,6,"[2,1,1,1,2]","[3,3,2,3,2,1]","[[0,2,3,4,5],[0,1,2,3,4,5],[4],[0,4],[0,1]]",FEASIBLE,FEASIBLE,null,0.153816000,0.068016000,False
500837,4,4,"[1,1,1,2]","[2,1,2,3]","[[0],[0,2,3],[0,1,3],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.052997000,0.138684000,False
500838,2,4,"[2,1]","[2,2,3,1]","[[0,1],[2]]",FEASIBLE,FEASIBLE,null,0.012131000,0.020331000,False
500839,5,5,"[3,2,2,1,2]","[2,3,1,1,1]","[[0,1,2,3,4],[0,1,2,3,4],[1,2,4],[2,4],[0,1,2,3]]",UNSAT,UNSAT,"[0,1,2,4]",0.114141000,0.069787000,False
500840,7,3,"[1,1,1,2,1,1,2]","[1,2,2]","[[0],[0,1],[2],[0,2],[1,2],[1,2],[0,2]]",UNSAT,UNSAT,"[0,3]",0.026784000,0.154214000,False
500841,5,6,"[1,2,1,1,1]","[2,2,3,1,2,3]","[[0],[1,2],[1,2,3,4,5],[1,3,4],[1,5]]",FEASIBLE,FEASIBLE,null,0.156953000,0.040762000,False
500842,1,7,[2],"[3,2,2,1,2,1,3]","[[0,2,3,4]]",FEASIBLE,FEASIBLE,null,0.006972000,0.019399000,False
500843,5,6,"[3,2,1,1,1]","[1,2,2,1,2,2]","[[0,1,2,4,5],[4,5],[0,1,3,4,5],[0,2,3,4],[4]]",FEASIBLE,FEASIBLE,null,0.156073000,0.046577000,False
500844,5,6,"[2,2,1,1,1]","[2,3,3,2,3,3]","[[0,3,4],[0,1,2,3,4,5],[1,3,4,5],[0,1,2,4,5],[1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.156267000,0.053932000,False
500845,6,5,"[2,2,1,1,3,3]","[2,2,2,1,2]","[[0,1,2,3,4],[0,2],[0],[0,1,2,3,4],[0,1,2,3,4],[0,1,4]]",UNSAT,UNSAT,"[1,2,5]",0.143345000,0.097546000,False
500846,1,3,[2],"[1,2,3]","[[0,2]]",FEASIBLE,FEASIBLE,null,0.004443000,0.016318000,False
500847,1,6,[1],"[3,1,3,1,3,1]","[[0,1,2,4,5]]",FEASIBLE,FEASIBLE,null,0.006212000,0.017257000,False
500848,6,2,"[1,1,1,1,1,1]","[1,3]","[[0],[0,1],[0],[0,1],[0,1],[0]]",UNSAT,UNSAT,"[0,2]",0.016815000,0.060082000,False
500849,6,5,"[1,1,2,1,2,3]","[1,3,1,2,3]","[[0],[1,4],[1,3],[2],[0,1],[0,1,2,3,4]]",UNSAT,UNSAT,"[0,4]",0.039361000,0.178624000,False
500850,4,1,"[1,1,1,1]",[3],"[[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2,3]",0.023250000,0.032435000,False
500851,2,3,"[2,2]","[3,2,3]","[[0,1,2],[0,1]]",FEASIBLE,FEASIBLE,null,0.010156000,0.022475000,False
500852,2,2,"[2,2]","[2,2]","[[0,1],[0,1]]",FEASIBLE,FEASIBLE,null,0.007857000,0.021146000,False
500853,4,6,"[2,1,3,1]","[2,3,1,1,3,1]","[[2,4],[0,1,2,3,5],[0,2,3,4],[3]]",UNSAT,UNSAT,"[0,2,3]",0.062900000,0.050055000,False
500854,4,2,"[1,1,1,2]","[1,1]","[[0],[0],[0,1],[0,1]]",UNSAT,UNSAT,"[0,1]",0.011315000,0.036302000,False
500855,4,4,"[1,2,1,2]","[1,1,1,3]","[[1],[0,1,2],[3],[0,1,2,3]]",UNSAT,UNSAT,"[0,1,3]",0.041115000,0.046308000,False
500856,2,5,"[3,1]","[2,3,1,1,2]","[[0,1,2,3,4],[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.013827000,0.026992000,False
500857,3,6,"[1,1,1]","[3,2,1,1,2,3]","[[0,4,5],[0],[0,3]]",FEASIBLE,FEASIBLE,null,0.033484000,0.024273000,False
500858,5,3,"[1,1,3,2,1]","[1,1,1]","[[0,1,2],[0,1,2],[0,1,2],[1,2],[0,1]]",UNSAT,UNSAT,"[0,2]",0.019485000,0.051187000,False
500859,2,3,"[1,1]","[3,3,2]","[[0,2],[0,1]]",FEASIBLE,FEASIBLE,null,0.009800000,0.017965000,False
500860,1,7,[1],"[2,3,1,3,3,3,1]",[[1]],FEASIBLE,FEASIBLE,null,0.006444000,0.014270000,False
500861,3,5,"[2,1,3]","[3,3,1,2,1]","[[0,1,3],[2],[0,1,2,3,4]]",FEASIBLE,FEASIBLE,null,0.029679000,0.048852000,False
500862,7,6,"[1,2,1,2,2,1,2]","[3,2,3,2,2,3]","[[2],[0,1,2,3,5],[0,1,4,5],[0,1,2,3,4,5],[0,1,2,3,4,5],[2,3,4,5],[0,3,4,5]]",FEASIBLE,FEASIBLE,null,0.694321000,0.065901000,False
500863,5,3,"[3,1,3,1,1]","[2,2,2]","[[0,1,2],[0],[0,1,2],[0,1,2],[0]]",UNSAT,UNSAT,"[0,1,2]",0.043514000,0.147098000,False
500864,3,3,"[2,1,2]","[3,1,1]","[[0,1],[0],[1,2]]",UNSAT,UNSAT,"[0,2]",0.015022000,0.034702000,False
500865,4,4,"[1,1,1,1]","[1,1,1,2]","[[3],[0,1,2,3],[1,2],[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.053478000,0.032081000,False
500866,6,7,"[2,3,1,1,3,1]","[1,3,1,2,2,3,1]","[[1,3,4],[0,3,6],[2],[0,2,3,4,6],[1,2,3,4,5,6],[0,1,2,4,5,6]]",FEASIBLE,FEASIBLE,null,0.375827000,0.061685000,False
500867,6,1,"[1,1,1,1,1,1]",[3],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2,3]",0.057735000,0.051983000,False
500868,6,7,"[1,2,1,2,2,3]","[1,2,2,3,3,3,1]","[[0,4],[1,4],[0,1,2,5],[1,5],[0,1,2,3,4],[0,1,2,3,5,6]]",FEASIBLE,FEASIBLE,null,0.374862000,0.085239000,False
500869,7,2,"[2,2,1,2,2,1,2]","[3,3]","[[0,1],[0,1],[0],[0,1],[0,1],[0],[0,1]]",UNSAT,UNSAT,"[0,1,2,3]",0.129207000,0.058224000,False
500870,2,1,"[1,1]",[1],"[[0],[0]]",UNSAT,UNSAT,"[0,1]",0.006197000,0.023108000,False
500871,5,5,"[2,2,3,2,1]","[2,1,1,1,3]","[[0,3],[0,1,2,3],[0,1,2,3,4],[2,4],[2,3]]",UNSAT,UNSAT,"[0,1,2]",0.063503000,0.062609000,False
500872,1,3,[1],"[3,3,2]","[[0,1,2]]",FEASIBLE,FEASIBLE,null,0.004322000,0.013925000,False
500873,2,1,"[1,1]",[3],"[[0],[0]]",FEASIBLE,FEASIBLE,null,0.006044000,0.014785000,False
500874,7,7,"[3,1,3,3,1,3,2]","[1,2,1,3,1,1,3]","[[0,1,2,3,4,5],[0,3,5],[1,4,6],[0,1,2,4,5],[0,1,2,3,4,5,6],[1,2,3,4,5],[4,6]]",UNSAT,UNSAT,"[2,6]",0.115414000,0.128600000,False
500875,2,7,"[1,1]","[1,2,3,1,2,3,1]","[[4],[0,1,2,3,5,6]]",FEASIBLE,FEASIBLE,null,0.017679000,0.116228000,False
500876,3,3,"[3,1,1]","[3,2,2]","[[0,1,2],[0,1,2],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.020717000,0.028208000,False
500877,3,3,"[2,1,1]","[1,1,3]","[[0,2],[0,2],[0,1]]",FEASIBLE,FEASIBLE,null,0.021137000,0.026521000,False
500878,2,2,"[1,1]","[2,3]","[[0,1],[0]]",FEASIBLE,FEASIBLE,null,0.008607000,0.017525000,False
500879,3,2,"[1,1,1]","[2,2]","[[1],[0],[0,1]]",FEASIBLE,FEASIBLE,null,0.016242000,0.020939000,False
500880,3,6,"[2,1,1]","[2,3,1,1,2,3]","[[0,2,5],[2,3,4,5],[5]]",FEASIBLE,FEASIBLE,null,0.034344000,0.029596000,False
500881,5,5,"[1,3,3,1,1]","[3,1,1,1,3]","[[0,1,2,3,4],[1,2,3,4],[0,1,4],[2],[4]]",UNSAT,UNSAT,"[1,2,3]",0.090076000,0.071045000,False
500882,1,1,[1],[1],[[0]],FEASIBLE,FEASIBLE,null,0.003032000,0.011355000,False
500883,5,6,"[3,2,2,2,2]","[3,1,3,1,2,2]","[[0,1,3,4,5],[3,4],[0,1,2,3,4,5],[0,1,2,3,4,5],[1,4,5]]",FEASIBLE,FEASIBLE,null,0.156967000,0.075729000,False
500884,1,3,[1],"[3,1,2]","[[0,1,2]]",FEASIBLE,FEASIBLE,null,0.004469000,0.014010000,False
500885,7,6,"[3,1,3,1,1,1,2]","[2,3,1,3,2,3]","[[0,1,2,4,5],[3],[0,1,2,3,4,5],[2,4,5],[0,1,2,3,4,5],[4],[1,2]]",FEASIBLE,FEASIBLE,null,0.675424000,0.103411000,False
500886,4,1,"[1,1,1,1]",[1],"[[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.008933000,0.031680000,False
500887,5,3,"[2,1,2,1,3]","[3,3,2]","[[0,1],[1,2],[0,1],[0],[0,1,2]]",UNSAT,UNSAT,"[0,2,3,4]",0.098077000,0.078351000,False
500888,4,5,"[2,1,1,1]","[1,2,3,3,3]","[[1,3,4],[3],[1],[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.065657000,0.032916000,False
500889,2,5,"[1,2]","[2,1,3,3,2]","[[1],[1,3]]",UNSAT,UNSAT,"[0,1]",0.014153000,0.029134000,False
500890,2,7,"[1,3]","[2,1,2,1,3,2,3]","[[2],[0,4,5,6]]",FEASIBLE,FEASIBLE,null,0.017840000,0.128884000,False
500891,5,5,"[2,1,3,1,1]","[3,2,3,2,1]","[[0,1,2,3],[0,1,2,3],[0,2,3,4],[4],[1,3]]",FEASIBLE,FEASIBLE,null,0.137077000,0.044876000,False
500892,3,2,"[2,1,2]","[1,1]","[[0,1],[0,1],[0,1]]",UNSAT,UNSAT,"[0,1]",0.010038000,0.035951000,False
500893,2,6,"[2,2]","[2,1,1,2,2,3]","[[0,3],[1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.016266000,0.027913000,False
500894,3,2,"[1,2,1]","[3,2]","[[0,1],[0,1],[0]]",FEASIBLE,FEASIBLE,null,0.016563000,0.023950000,False
500895,4,1,"[1,1,1,1]",[2],"[[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.017114000,0.031771000,False
500896,1,6,[2],"[1,1,3,2,1,3]","[[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.028408000,0.032834000,False
500897,1,2,[2],"[2,1]","[[0,1]]",FEASIBLE,FEASIBLE,null,0.004134000,0.015607000,False
500898,2,3,"[1,1]","[2,1,2]","[[2],[0,1,2]]",FEASIBLE,FEASIBLE,null,0.010567000,0.019106000,False
500899,6,5,"[1,1,2,1,1,2]","[2,3,3,2,3]","[[1],[0,1,3,4],[0,2],[3],[0,1,2,3,4],[0,2,3,4]]",FEASIBLE,FEASIBLE,null,0.286333000,0.052321000,False
500900,5,1,"[1,1,1,1,1]",[1],"[[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.012543000,0.053581000,False
500901,4,2,"[1,1,1,1]","[2,1]","[[0,1],[0],[0],[0,1]]",UNSAT,UNSAT,"[0,1,2,3]",0.032049000,0.036546000,False
500902,2,7,"[1,2]","[2,2,1,2,3,2,1]","[[1],[0,1,2,3,5]]",FEASIBLE,FEASIBLE,null,0.016884000,0.023900000,False
500903,7,2,"[1,1,1,1,2,2,1]","[2,2]","[[1],[1],[0],[1],[0,1],[0,1],[0]]",UNSAT,UNSAT,"[0,1,3]",0.057200000,0.051139000,False
500904,1,3,[2],"[1,1,3]","[[0,1]]",FEASIBLE,FEASIBLE,null,0.004265000,0.015688000,False
500905,5,2,"[1,2,1,1,1]","[2,1]","[[0],[0,1],[1],[1],[0,1]]",UNSAT,UNSAT,"[1,2]",0.019872000,0.041216000,False
500906,5,2,"[1,1,1,1,1]","[2,2]","[[0,1],[0,1],[0],[1],[0]]",UNSAT,UNSAT,"[0,1,2,3,4]",0.066150000,2.596717000,False
500907,4,6,"[2,1,1,3]","[1,1,1,3,2,2]","[[0,1,3,4],[5],[2,4,5],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.074523000,0.042439000,False
500908,2,3,"[1,1]","[3,3,3]","[[0,1,2],[1,2]]",FEASIBLE,FEASIBLE,null,0.009939000,0.018448000,False
500909,3,4,"[1,1,2]","[1,3,3,3]","[[0,1,2],[0,3],[0,3]]",FEASIBLE,FEASIBLE,null,0.042660000,0.034876000,False
500910,3,6,"[2,1,1]","[1,3,3,2,3,3]","[[0,1,3,5],[1],[1,3]]",FEASIBLE,FEASIBLE,null,0.033454000,0.026102000,False
500911,3,4,"[1,1,1]","[1,3,2,1]","[[3],[3],[0]]",UNSAT,UNSAT,"[0,1]",0.013791000,0.029710000,False
500912,5,7,"[2,1,3,2,2]","[2,3,1,3,1,3,3]","[[0,1,2,3,4,5,6],[0,1,2,3,4,5,6],[0,1,2,4,5,6],[0,1,3,4],[1,6]]",FEASIBLE,FEASIBLE,null,0.164586000,0.068006000,False
500913,1,4,[2],"[2,2,1,2]","[[2,3]]",FEASIBLE,FEASIBLE,null,0.004806000,0.015358000,False
500914,4,1,"[1,1,1,1]",[1],"[[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1]",0.008050000,0.029207000,False
500915,6,4,"[3,1,3,2,2,2]","[2,2,2,3]","[[0,1,2,3],[0,3],[0,1,2,3],[1,2,3],[0,1,2,3],[0,1,2]]",UNSAT,UNSAT,"[0,2,3,4]",0.156644000,0.120322000,False
500916,7,2,"[2,1,1,1,1,1,1]","[1,2]","[[0,1],[1],[0,1],[0,1],[1],[1],[0]]",UNSAT,UNSAT,"[0,6]",0.024531000,0.047629000,False
500917,4,4,"[1,2,2,3]","[2,3,1,3]","[[0,1,2],[1,2,3],[0,2],[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.051414000,0.050852000,False
500918,7,6,"[1,1,1,2,1,2,3]","[1,3,3,1,3,3]","[[0,1,2,3,5],[0],[0,1,2,3,5],[3,5],[3],[1,5],[0,1,2,3,4]]",UNSAT,UNSAT,"[3,4]",0.099247000,0.083964000,False
500919,3,5,"[1,1,2]","[3,2,3,3,2]","[[4],[1,3],[0,1,2,3]]",FEASIBLE,FEASIBLE,null,0.028494000,0.024809000,False
500920,7,6,"[1,2,1,1,3,1,2]","[1,2,3,3,2,1]","[[0,1,2,3,4,5],[0,2,3,4,5],[2],[0,1,2,3,4,5],[0,1,2,3,4,5],[1,5],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.641815000,0.065626000,False
500921,5,4,"[1,1,2,3,3]","[3,3,1,3]","[[0,1],[0,2],[0,2],[0,1,2,3],[1,2,3]]",UNSAT,UNSAT,"[2,4]",0.043288000,0.064279000,False
500922,4,2,"[2,1,2,2]","[1,3]","[[0,1],[0,1],[0,1],[0,1]]",UNSAT,UNSAT,"[0,2]",0.012706000,0.040533000,False
500923,4,4,"[3,1,1,2]","[3,2,1,2]","[[0,2,3],[0,2],[3],[0,2]]",UNSAT,UNSAT,"[0,3]",0.022038000,0.039057000,False
500924,5,1,"[1,1,1,1,1]",[2],"[[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2]",0.021086000,0.033643000,False
500925,3,3,"[3,2,1]","[1,2,1]","[[0,1,2],[0,2],[1]]",UNSAT,UNSAT,"[0,1]",0.011249000,0.109988000,False
500926,7,7,"[2,2,1,1,2,2,2]","[1,3,1,1,3,3,1]","[[0,2],[1,2],[0,1,2,3,4,5,6],[0,1,2,3,4,5,6],[0,1,2,4,5,6],[0,2,3,4,6],[1,2,3,4]]",UNSAT,UNSAT,"[0,1]",0.038562000,0.100885000,False
500927,4,5,"[1,1,1,2]","[1,3,1,1,3]","[[0,3,4],[2],[1,3,4],[0,2,4]]",FEASIBLE,FEASIBLE,null,0.060705000,0.039674000,False
500928,3,3,"[2,2,2]","[3,2,3]","[[0,2],[0,2],[0,1]]",FEASIBLE,FEASIBLE,null,0.019459000,0.027155000,False
500929,3,4,"[1,2,2]","[2,2,3,1]","[[2],[0,1,2,3],[2,3]]",FEASIBLE,FEASIBLE,null,0.024109000,0.025951000,False
500930,4,2,"[1,1,1,1]","[1,2]","[[0,1],[0,1],[1],[0,1]]",UNSAT,UNSAT,"[0,1,2,3]",0.030285000,0.035077000,False
500931,4,7,"[2,3,2,3]","[1,2,2,1,3,2,3]","[[1,3],[1,2,5,6],[0,1,2,4,5],[0,1,2,3,4,5]]",FEASIBLE,FEASIBLE,null,0.078218000,0.058453000,False
500932,6,2,"[1,1,2,1,1,2]","[3,3]","[[1],[0],[0,1],[1],[0,1],[0,1]]",UNSAT,UNSAT,"[0,2,3,5]",0.095237000,0.059914000,False
500933,1,7,[1],"[1,3,1,2,2,3,3]","[[0,1,2,5]]",FEASIBLE,FEASIBLE,null,0.006500000,0.015903000,False
500934,4,7,"[1,1,3,1]","[2,3,3,3,1,1,2]","[[6],[1],[0,2,4,5,6],[2,6]]",FEASIBLE,FEASIBLE,null,0.077873000,0.032319000,False
500935,6,1,"[1,1,1,1,1,1]",[3],"[[0],[0],[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2,3]",0.053233000,0.036999000,False
500936,3,4,"[1,1,1]","[3,2,1,1]","[[0,1,2,3],[0,1],[3]]",FEASIBLE,FEASIBLE,null,0.023530000,0.021833000,False
500937,6,4,"[3,2,1,2,2,1]","[1,2,3,3]","[[1,2,3],[0,1],[0],[1,3],[1,2,3],[0]]",UNSAT,UNSAT,"[1,2]",0.037403000,0.137062000,False
500938,5,5,"[2,1,1,1,3]","[3,2,1,3,3]","[[0,1,2,3,4],[0,1,2,3,4],[2],[3],[0,1,2,4]]",FEASIBLE,FEASIBLE,null,0.124080000,0.042153000,False
500939,5,7,"[3,1,1,1,1]","[2,2,1,1,1,3,1]","[[0,1,2,4,5],[0,1,2,3,4],[3,4,6],[0,1,2,3,4,5,6],[0,1,2,3,4,6]]",FEASIBLE,FEASIBLE,null,0.165820000,0.051454000,False
500940,5,5,"[1,1,3,3,2]","[3,3,2,1,3]","[[4],[0,3],[0,2,4],[0,1,2,3,4],[2,4]]",FEASIBLE,FEASIBLE,null,0.126501000,0.053228000,False
500941,2,2,"[1,1]","[3,1]","[[0],[0,1]]",FEASIBLE,FEASIBLE,null,0.008030000,0.015264000,False
500942,6,6,"[1,1,2,3,3,2]","[2,1,2,1,3,3]","[[1,2,4,5],[0,2,3,5],[0,1],[0,1,2,4],[0,2,3,5],[1,2,4]]",UNSAT,UNSAT,"[2,3,4,5]",0.278524000,0.101959000,False
500943,5,5,"[3,1,1,2,1]","[1,3,1,3,2]","[[0,1,2,3,4],[0,1,2,4],[3],[0,1,2,3,4],[0,4]]",FEASIBLE,FEASIBLE,null,0.123212000,0.044453000,False
500944,7,6,"[3,3,2,2,1,1,3]","[1,1,3,1,3,3]","[[0,1,2,3,4,5],[1,2,3,4,5],[0,1,2,3,4,5],[0,1,2,3,4,5],[0,1,3],[4],[0,1,3]]",UNSAT,UNSAT,"[4,6]",0.115047000,0.113108000,False
500945,4,2,"[1,1,2,1]","[1,1]","[[0,1],[0,1],[0,1],[0]]",UNSAT,UNSAT,"[0,2]",0.012472000,0.034366000,False
500946,4,2,"[2,1,1,1]","[2,2]","[[0,1],[0],[0],[0,1]]",UNSAT,UNSAT,"[0,1,2]",0.021702000,0.034431000,False
500947,2,4,"[1,1]","[3,1,3,3]","[[0,1,2,3],[0]]",FEASIBLE,FEASIBLE,null,0.013191000,0.029950000,False
500948,4,1,"[1,1,1,1]",[3],"[[0],[0],[0],[0]]",UNSAT,UNSAT,"[0,1,2,3]",0.026155000,0.047590000,False
